	75
inside.r.02:within	817
early.a.01:early	205
unit.n.02:unit	418
beginning.n.02:start	1680
rather.r.01:rather	59
expert.n.01:expert	4821
continue.v.01:keep	651
initially.r.01:initially	4
tense.n.01:tense	3
plural.a.02:plural	114
trust.v.01:rely	98
photograph.n.01:photograph	7
clasp.n.02:grasp	1079
hold.v.03:throw	477
kit.n.01:kit	1849
construct.v.01:build	1237
independent.a.03:main	67
switch.v.04:switch	63
forth.n.01:Forth	627
advertise.v.01:advertise	26
government.n.01:government	8
means.n.01:agency	1437
united_states.n.01:US	262
army.n.01:army	543
state.n.04:state	736
department.n.01:department	2066
value.n.02:value	26
soldier.n.01:soldier	17
agent.n.01:agent	76
teach.v.01:learn	4576
short.a.01:short	5
focus.n.04:focus	5
give_voice.v.01:phrase	381
forty-five.s.01:45	191
repeat.v.01:repeat	1139
kind.n.01:form	151
eat.v.01:eat	180
tactical.a.01:tactical	21
inflict.v.01:visit	107
function.v.01:operate	1573
overall.n.02:overall	146
fix.v.12:prepare	221
familiar.a.01:familiar	1
germanic.n.01:Germanic	3
sounding.n.02:sounding	1
woo.v.02:romance	91
marry.v.01:get_married	1
portuguese.a.01:Portuguese	6
howl.v.01:howl	344
twenty-one.s.01:21	222
try.v.01:attempt	1380
addition.n.03:addition	2939
unwrap.v.02:break	1
drum.n.04:drum	153
loss.n.01:loss	15
hearing.n.01:hearing	5
compound.v.02:compound	1041
age.n.01:age	290
jazz_band.n.01:combo	14136
match.v.01:fit	746
comfortably.r.02:comfortably	682
forget.v.01:forget	233
match.v.03:couple	841
think.n.01:think	604
happen.v.01:pass	41
allow.v.03:grant	17
bar.v.01:bar	1
authentically.r.01:authentically	225
pass.n.03:pass	11
discourage.v.02:discourage	1
immersion.n.04:immersion	111
solution.n.02:answer	1499
rather.r.02:rather	40
attach_to.v.01:accompany	3162
photograph.n.01:photo	143
reinforce.v.01:reinforce	13
exemplify.v.02:illustrate	3363
run.v.01:run	594
late.a.01:late	148
dive.v.01:dive	23
main.n.02:main	18
menu.n.04:menu	139
complete.v.01:complete	69
studio.n.01:studio	1171
tell.n.01:Tell	68
session.n.01:session	26
schedule.v.01:schedule	8
lead.n.02:lead	1359
car.n.01:car	398
occasionally.r.01:occasionally	390
talk.v.01:talk	44
divide.v.01:divide	8
chapter.n.01:chapter	58
support.n.04:reinforcement	7
concentrate.v.01:concentrate	20
hard.r.03:hard	77
perturb.v.01:distract	526
drive.v.01:drive	301
device.n.01:device	387
miniskirt.n.01:mini	1838
telephone.n.01:phone	28
dinosaur.n.01:dinosaur	273
earth.n.01:world	237
narrative.n.01:story	758
center.n.01:center	57
player.n.01:player	48
log.v.02:log	12652
eight.s.01:8	16
autopsy.n.01:postmortem	63
pacific.n.01:Pacific	577
standard.n.01:standard	3
zone.n.02:zone	247
go_to_bed.v.01:bed	408
uranium.n.01:U	1166
second.n.01:second	3155
eleven.s.01:11	229
fee.n.01:fee	1039
six.s.01:six	2
unconditional.a.01:unconditional	726
harmonize.v.01:accord	2707
club.n.02:order	148
direct.a.01:direct	540
see.v.10:check	5594
review.n.02:review	5989
amazon.n.02:Amazon	622
term.n.01:term	2335
at.n.02:at	1697
painting.n.01:picture	3
premise.n.01:premise	1
memorization.n.01:memorization	4
background.v.01:background	676
previously.r.01:previously	179
limited.a.01:limited	5
godfather.n.02:godfather	226
food.n.01:food	2753
bite.v.01:bite	12
eager.a.01:eager	166
impress.v.03:impress	126
fashion.v.01:fashion	216
concern.v.02:interest	1
smatter.v.03:smatter	499
family.n.02:family	3274
add.v.01:add	15
macintosh.n.02:mac	109
google.n.01:Google	419
attempt.n.01:effort	8
sample.v.01:sample	313
lack.n.01:want	76
phase.n.01:phase	1418
basic.a.01:basic	201
structure.n.01:structure	69
get.v.01:acquire	114
basic.n.02:basic	32
motivate.v.01:motivate	168
depth.n.01:depth	40
elementary.a.02:elementary	1024
no.a.01:no	7482
yield.v.01:give	427
choice.n.02:selection	80
part.n.01:component	157
right.v.01:correct	4
address.n.03:speech	4
coach.n.02:tutor	1888
feel.v.01:feel	376
use.v.01:apply	540
natural.a.01:natural	371
outdo.v.02:best	2309
wholly.r.01:totally	22
culture.n.01:culture	3
cultural.a.01:cultural	788
package.n.01:package	1520
across.r.02:across	75
yield.v.01:yield	1674
charge.n.02:complaint	433
component.n.01:factor	13
influence.n.01:influence	727
evaluation.n.02:rating	18
personal_computer.n.01:personal_computer	477
window.n.01:window	7290
work.n.02:work	3
view.n.02:vista	160
hardware.n.01:hardware	96
requirement.n.01:requirement	731
note.v.01:note	405
have.v.02:feature	299
start.n.01:start	52
booklet.n.01:booklet	4
candle.n.02:cd	4
agreement.n.01:agreement	44
keyboard.n.01:keyboard	181
spine.n.03:sticker	64
change.v.06:convert	30
services.n.01:services	42
template.n.01:guide	3087
support.n.01:support	14
telephone.n.01:telephone	5759
easily.r.01:easily	369
print.v.01:print	1
microscopic.a.01:microscopic	246
mark.n.04:print	2308
finger.n.01:finger	381
traverse.v.01:cross	1704
glass.n.01:glass	57
convert.n.01:convert	201
prove.v.02:prove	332
switch.v.03:switch	172
undress.v.01:peel	285
ideal.a.03:ideal	40
teach.n.01:Teach	15
greeting.n.01:greeting	8
introduction.n.01:introduction	739
shopping.n.01:shopping	465
advertise.v.02:advertise	158
history.n.02:account	1052
twenty-five.s.01:25	1507
time_period.n.01:period	449
moment.n.01:moment	1670
thirteen.s.01:13	276
strongly.r.01:strongly	110
game.n.01:game	34
trip.v.04:activate	1
audited_account.n.01:audit	1441
local.a.01:local	44
exploitation.n.02:using	2
tandem.n.01:tandem	75
private.a.01:private	20
avocation.n.01:hobby	4
urgently.r.01:urgently	181
friendly.a.01:friendly	635
asset.n.01:plus	5
rome.n.02:Rome	422
chiefly.r.01:mainly	11566
last.a.02:last	6
visit.v.04:visit	34
frustration.n.01:frustration	129
japanese.a.01:Japanese	1490
travel.n.01:travel	518
frequently.r.01:frequently	379
pocket.v.01:pocket	763
shop.n.01:shop	163
management.n.01:direction	9286
normally.r.01:usually	13
confess.v.01:confess	83
game.n.03:game	9
tutorial.n.01:tutorial	2
verb.n.01:verb	405
chart.n.01:chart	518
list.n.01:list	1
grammatical.a.01:grammatical	11
oddity.n.02:oddity	18
doctrine.n.01:philosophy	1
linguist.n.01:linguist	52
wire.v.01:wire	10472
absolutely.r.01:perfectly	5334
equally.r.01:as	155
disappear.v.01:disappear	592
once.r.01:once	1945
past.a.01:past	105
degree.n.02:stage	87
absorb.v.09:absorb	64
pronounce.v.02:pronounce	77
russian.a.01:Russian	76
article.n.01:article	16
bunch.n.01:cluster	767
impossible.a.01:impossible	448
exception.n.01:exception	2222
exclude.v.01:except	3
initiate.n.02:savant	5
alphabet.n.01:alphabet	278
common.a.01:common	1044
beryllium.n.01:Be	298
rich_person.n.01:wealthy_person	509
know.n.01:know	1
conjugate.v.01:conjugate	2
adjective.n.02:adjective	779
mind.n.01:head	267
system.n.01:system	205
letter.n.01:letter	360
aim.n.02:target	57
file.v.01:file	4
candle.n.02:standard_candle	687
buyer.n.01:buyer	269
box.v.01:box	252
decade.n.01:decade	2117
baby.n.01:baby	525
assume.v.01:assume	142
automatically.r.01:automatically	1025
ear.n.01:ear	805
beginning.n.02:first	65
toilet.n.01:toilet	857
approximately.r.01:some	7
musician.n.01:musician	11
chord.n.02:chord	4
reproduce.v.01:reproduce	322
immediately.r.01:instantly	239
music.n.01:music	968
note.n.02:note	46
belong_to.v.01:belong	140
sheet.n.02:sheet	64
theory.n.01:theory	727
why.n.01:why	2381
leave.v.01:leave	3
analyze.v.01:analyse	4
guess.n.01:surmise	44
z.n.02:Z	15
like.n.01:the_likes_of	323
guess.n.01:guess	326
habit.n.01:wont	6392
kind.n.01:kind	19
dental.a.01:dental	204
sound.v.01:sound	4
d.n.03:D	5
language.n.01:linguistic_communication	5
lab.n.01:science_laboratory	17
send.v.01:direct	23
down.n.01:down_feather	293
print.n.01:print	305
originate.v.01:rise	3549
descend.v.01:fall	382
correct.v.01:correct	123
stress.n.01:stress	1652
fifty.s.01:50	1304
near.r.01:close	83
phonograph_record.n.01:record	194
set.n.05:circle	2785
green.a.03:green	528
eighty.s.01:80	78
closer.n.02:closer	140
disturb.v.01:upset	69
angry.a.01:angry	1
depress.v.01:deject	246
kill.v.01:kill	26
motivation.n.01:motivation	9
voice.v.02:voice	513
fuss.n.02:bother	151
least.n.01:least	1311
number.n.01:figure	630
gram.n.01:gramme	608
read.n.01:read	153
variation.n.01:variation	746
correctly.r.01:correctly	149
example.n.01:example	64
err.v.01:mistake	23
wrong.n.01:wrongfulness	133
stack.v.02:stack	40
mark.n.01:score	1
offending.a.01:offending	118
path.n.04:track	6
parameter.n.01:parameter	1421
all.a.01:all	14
inability.n.01:inability	5333
always.r.01:ever	149
nothing.n.01:zippo	308
explain.v.01:explain	20
paperback_book.n.01:paperback	1506
hole.n.01:hole	16
simpleton.n.01:simpleton	344
sense.n.01:sense	4
signal.n.01:signaling	3
fundamentals.n.01:fundamentals	1522
depend.v.01:depend	330
delay.n.01:wait	333
signal.n.01:sign	165
there.n.01:there	174
two.n.01:two	384
mind.v.01:mind	63
clue.v.01:clue	184
one.n.01:unity	52
three.n.01:troika	26
four.n.01:tetrad	555
by.r.01:by	1
proficiency.n.02:proficiency	33
beginning.n.02:starting_time	15
grandparent.n.01:grandparent	87
visually.r.01:visually	213
interesting.a.01:interesting	3268
support.n.06:keep	15
understood.a.01:understood	1142
wait.v.01:wait	81
lab.n.01:lab	82
unusually.r.01:remarkably	394
specific.a.01:specific	3
speaking.a.01:speaking	23
ninety-six.s.01:96	739
ninety-nine.s.01:99	12
course.n.01:course_of_study	94
addition.n.03:increase	109
adventure.n.01:adventure	14
real.n.02:real	31
wages.n.01:reward	114
internet_explorer.n.01:Explorer	1
fellini.n.01:Fellini	54
movie.n.01:film	1210
any.s.01:whatever	506
rock.n.01:rock	116
boat.v.01:boat	60
disneyland.n.01:Disneyland	460
expect.v.01:anticipate	4408
little.r.01:little	931
thousand.n.01:M	788
dress.v.02:clothe	13595
boot.n.01:boot	6505
white.a.01:white	42
jump_suit.n.01:jumpsuit	2815
gasp.n.01:pant	607
costume.v.01:costume	3268
arm.n.01:arm	31
jury.n.02:panel	623
stay.v.01:remain	1083
attach.v.01:attach	1524
lawsuit.n.01:suit	150
hood.n.01:hood	36
opening.a.01:opening	1548
velcro.n.01:Velcro	342
point.n.09:dot	297
awkward.a.02:awkward	112
bathroom.n.01:bathroom	13598
top.a.01:top	547
dirty.a.01:dirty	1354
floor.n.01:floor	1328
everywhere.r.01:everywhere	957
tall.n.01:tall	6334
shop.n.01:store	17
jet.n.02:jet	79
wing.n.02:wing	1196
california.n.01:Calif.	267
wait.v.02:wait	564
costume.n.01:costume	907
grandson.n.01:grandson	1256
halloween.n.01:Halloween	686
earlier.r.01:earlier	30725
large.a.01:large	1841
barely.r.01:barely	2784
material.n.02:material	1893
thanks.n.02:thanks	197
bargain.n.01:deal	2303
hundred.s.01:100	304
detail.v.02:detail	3997
body.n.01:body	987
picture.n.01:picture	143
guard.n.01:guard	11
gauntlet.n.04:gauntlet	137
touch.n.01:touch	6412
thin.a.02:thin	208
climate.n.01:climate	357
disappointment.n.02:disappointment	9412
tight.a.01:tight	2214
ticket.v.01:fine	12010
trouser.n.01:pant	69579
shoe.n.01:shoe	195
doctor.n.01:doc	3932
top.n.01:top	317
recapitulation.n.03:review	753
unconvincing.a.01:flimsy	301
tear.v.03:tear	361
united_states.n.01:America	4149
hope.v.01:hope	2870
uncompromising.a.01:sturdy	87
doorway.n.01:door	649
thirty-five.s.01:35	2
heroic_verse.n.01:heroic	23
buzz.n.02:buzz	704
everlastingly.r.01:forever	2938
compliment.n.01:compliment	732
material.a.02:material	780
layer.v.01:layer	115
toilet.n.01:john	2392
visualize.v.01:picture	20
blast.n.01:blast	409
along.r.04:along	113
wings.n.02:wings	190
lover.n.01:lover	48
order.v.06:order	131
video.n.01:picture	1460
mother.n.01:mother	4429
send.v.01:send	1445
sol.n.03:sol	196
thumb.n.02:thumb	163
hat.v.01:hat	1560
bang.n.04:boot	1353
home.n.01:home	577
outfit.n.01:outfit	74
even.r.03:even	58
yet.r.01:yet	318
mud.n.01:mud	748
traverse.v.01:cover	106
bandanna.n.01:bandana	1234
piece.n.02:piece	599
wish.v.01:wish	275
scat.v.01:run	2266
month.n.02:month	2008
ever.r.01:ever	45
relieve.v.11:lighten	405
dress.v.16:dress	924
have.v.01:have	3327
lose.v.01:lose	32
over.r.04:over	1937
cheap.a.01:inexpensive	52
meet.v.07:meet	272
turkey_cock.n.01:tom	3
hanks.n.01:Hanks	109
cover.v.03:cover	240
vaulting_horse.n.01:buck	1047
hang.v.01:hang	133
side.n.04:side	91
front.v.02:front	227
storehouse.n.01:storage	57
solution.n.03:solution	37
pickpocket.n.01:pickpocket	754
visible.a.01:visible	25221
shirt.n.01:shirt	2987
end.v.01:end	275
smuggler.n.01:runner	1180
pouch.n.02:pocket	6900
strap.n.01:strap	212
string.v.04:string	769
watch.v.03:catch	108
attract.v.01:pull_in	407
first.s.02:1st	10198
soft.a.01:soft	7827
fabric.n.01:fabric	1557
skin.n.01:skin	1535
merely.r.01:just	1062
right.r.01:right	793
space.n.01:space	213
recommendation.n.03:passport	435
section.n.01:section	7580
pocket.n.01:pocket	42
currency.n.01:currency	649
recognition.n.03:credit	1338
card.n.01:card	17
ticket.v.02:ticket	2903
like.a.02:like	2233
metallic_element.n.01:metal	3330
worn.a.01:worn	180
security.n.01:security	570
metallic.a.01:metal	6
detector.n.03:detector	29
crucial.a.01:crucial	5415
detail.n.01:item	275
close_up.v.01:close	84
airstrip.n.01:strip	604
thickness.n.01:thickness	470
cord.n.01:cord	59
adjustment.n.01:adjustment	1515
buckle.n.01:buckle	2907
neck.n.01:neck	45
hoard.v.01:stash	442
cruise.n.01:cruise	710
adjust.v.03:adjust	32
taste.n.03:taste	62
section.n.04:section	734
cash.n.01:cash	208
driver.n.01:driver	135
license.v.01:license	386
credit.n.04:credit	1246
card_game.n.01:cards	208
spare_part.n.01:spare	77
test.v.01:try	270
about.r.03:around	182
ballad.n.02:lay	2786
flat.a.05:flat	570
match.v.01:check	608
learn.v.02:see	101
passport.n.02:passport	6575
leather.n.01:leather	1413
blanket.n.01:cover	542
paper.n.01:paper	150
secure.a.01:secure	96
tucked.a.01:tucked	9081
still.r.01:still	1096
construction.n.01:construction	1238
carry.n.01:carry	2054
doctor_of_osteopathy.n.01:DO	254
change_of_location.n.01:travel	207
prime.n.04:prime	176
subtraction.n.01:minus	801
none.n.02:none	1957
love.n.02:love	6240
fit.n.03:fit	37
ireland.n.02:Ireland	245
fortune.n.04:lot	2843
belt.n.02:belt	1137
supplant.v.01:replace	670
heavy.a.03:heavy	159
comparison.n.02:comparison	436
much.n.01:much	402
tighten.v.01:tighten	4421
light.a.01:light	364
save.n.01:save	8
grope.v.01:fumble	26
reservation.n.07:reservation	1034
one.n.01:I	14172
comfortable.a.02:comfortable	4825
wallet.n.01:wallet	439
airport.n.01:airport	98
india.n.01:India	1254
about.r.07:near	838
neutral.a.04:neutral	2432
show.n.01:show	474
vest.n.01:vest	2859
jacket.n.01:jacket	442
closing.n.03:closure	879
safe.a.01:safe	73
impart.v.03:carry	1
sri_lanka_rupee.n.01:rupee	657
bill.n.03:bill	16
text_file.n.01:document	72
pass.n.05:passport	2695
strap.n.04:strap	3470
thick.a.01:thick	312
trouser.n.01:trouser	1905
time.n.03:time	1621
condition.n.01:condition	59
africa.n.01:Africa	2615
detail.n.02:item	1567
find.v.01:find	485
front.v.01:front	159
fear.n.01:fear	152
float.v.01:blow	2070
anyhow.r.01:anyway	528
city.n.01:city	132
asia.n.01:Asia	74
talk.n.01:talk	126
interest.n.01:interest	650
lightweight.n.01:lightweight	340
couple.n.01:couple	3817
longer.r.01:longer	10
adapt.v.01:accommodate	18
board.v.01:board	2662
surprise.v.01:surprise	877
likely.a.01:likely	364
store.n.02:store	75
close.v.04:close	141
flex.v.05:bend	84
minor.a.02:minor	209
gripe.n.01:gripe	308
satisfy.v.01:satisfy	737
holder.n.01:holder	2076
travel.v.01:travel	997
light.a.06:light	390
beige.n.01:beige	3481
slide_fastener.n.01:zipper	127
pouch.n.01:pouch	5604
heavy.a.01:heavy	6
prohibitively.r.01:prohibitively	1300
plan.v.03:plan	1167
hold.v.11:carry	63
stick.n.07:stick	7800
length.n.01:length	191
recognize.v.02:realize	18
rapier.n.01:tuck	86
refuse.v.02:refuse	131
television.n.01:TV	13
host.n.01:host	110
handy.n.01:Handy	69
hoard.n.01:stash	165
train.n.01:train	78
station.n.01:station	16
pass.n.05:pass	107
ticket.n.01:ticket	17
botch.v.01:fumble	2648
bag.n.04:purse	612
carry.v.02:carry	113
credit.n.02:credit	3775
highly.r.01:extremely	49
push.v.06:crowd	19
eiffel.n.01:Eiffel	7
tugboat.n.01:tower	227
security.n.02:security	46
unobtrusive.a.01:unnoticeable	226
neck.n.05:neck	1469
zip_up.v.01:zipper	619
scoop.n.02:pocket	149
flap.n.05:flap	185
bill.n.04:bill	17
board.v.04:board	59
alight.v.01:light	4852
weight.n.01:weight	95
suspect.v.03:suspect	139
pervert.v.03:abuse	876
rhythm.n.01:beat	5
concentration.n.01:concentration	4760
fabric.n.01:material	493
wash.n.03:wash	1010
dry.a.07:dry	679
tons.n.01:lots	47
paperwork.n.01:paperwork	44
currency.n.02:currency	912
think.v.02:imagine	8303
woman.n.01:woman	65
public_toilet.n.01:restroom	111
partially.r.01:partially	9
undress.v.01:undress	213
convenient.a.01:convenient	141
evening.n.01:eventide	2
istanbul.n.01:Istanbul	137
attract.v.01:attract	105
land.n.04:earth	322
money.n.02:money	222
tuck.v.02:tuck	84
spy.v.03:sight	306
light.n.03:light	110
weight_unit.n.02:weight	440
rub.v.03:rub	583
skin.n.04:skin	368
washable.a.01:washable	1088
annoy.v.01:annoy	381
used.a.01:used	401
open.v.02:open	31
toggle.n.01:toggle	108
duplicate.v.01:double	626
tuck.v.01:tuck	648
wind.v.03:wrap	1359
calf.n.01:calf	2634
knee.n.01:knee	40
effortlessly.r.01:effortlessly	870
keep.v.01:hold	59
valuable.n.01:valuable	8847
husband.n.01:husband	1267
tactile_property.n.01:feel	507
purse.n.03:purse	156
manfully.r.01:manly	217
pocket.v.02:pocket	34
outside.s.06:outside	76
hold.n.07:hold	91
gross.n.02:receipts	19
hang.v.14:hang	4712
size.v.03:size	129
consider.v.05:debate	970
layer.n.01:layer	2209
clothing.n.01:clothing	28
die.v.01:expire	1229
dollar.n.01:dollar	580
thing.n.07:thing	391
tie.v.01:tie	1176
thorax.n.02:chest	104
hide.v.01:conceal	582
onionskin.n.01:flimsy	1421
possibly.r.01:perhaps	149
devising.n.01:making	508
dad.n.01:dad	458
receive.v.02:get	45
use.n.03:use	1633
sixteen.s.01:16	1487
day.n.02:day	93
document.n.01:document	270
ignite.v.01:light	670
separate.a.01:separate	36
arrangement.n.03:arrangement	323
card.n.03:card	36
license.n.02:license	280
cell.n.01:cell	48
specification.n.01:spec	785
home.n.01:place	291
hotel.n.01:hotel	2029
cut.n.10:cut	5
dissuade.v.01:deter	624
obtrusive.a.01:noticeable	1474
short-circuit.v.02:short	862
particularly.r.01:particularly	32
controversy.n.01:tilt	904
bag.n.06:suitcase	527
side.v.01:side	507
roller.n.02:roll	183
wheel.n.01:wheel	7496
come.v.01:come	5
earth.n.02:ground	832
structure.n.01:construction	437
hold.n.03:hold	320
home.r.01:home	132
saver.n.02:saver	14
piglet.n.01:piggy	1480
baggage.n.01:luggage	844
piece.n.01:piece	1127
handle.n.01:handle	36
transport.v.02:transport	1645
transport.v.02:carry	114
wish.n.04:wish	293
strap.n.02:strap	81
briefcase.n.01:briefcase	21
voyage.v.01:navigate	50
gate.n.01:gate	576
bill.n.01:bill	648
road.n.01:road	680
couple.n.03:couple	2142
pound.n.01:lb	3211
bag.n.06:bag	723
pull.n.01:pull	865
together.r.04:together	245
solve.v.01:work	72
convenience.n.02:convenience	5
piggyback.v.04:piggyback	7
escalator_clause.n.01:escalator	2831
